"GG";"https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg";"Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG."
"Gimlet";"https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg";"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel."
"Gin Fizz";"https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg";"Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water."
"Gin Sour";"https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg";"In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry."
"Godchild";"https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg";"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve."
"Gin Daisy";"https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg";"In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice."
"Gin Sling";"https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg";"Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve."
"Gin Smash";"https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg";"Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve."
"Gin Toddy";"https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg";"Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve."
"Godfather";"https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg";"Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently."
"Godmother";"https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg";"Pour vodka and amaretto into an old-fashioned glass over ice and serve."
"Gagliardo";"https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg";"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy."
"Gluehwein";"https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg";"Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup."
"Greyhound";"https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg";"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

"
"Gin Tonic";"https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg";"Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge."
"Gin Lemon";"https://www.thecocktaildb.com/images/media/drink/yhzvk91643821739.jpg";"For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served."
"Gin Cooler";"https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg";"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass."
"Gin Squirt";"https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg";"Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve."
"Grand Blue";"https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg";"Serve in an old fashioned glass."
"Gin Rickey";"https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg";"Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices."
"Gin Swizzle";"https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg";"In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda."
"Grass Skirt";"https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg";"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice."
"Grim Reaper";"https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg";"Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint."
"Grasshopper";"https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg";"Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass."
"Grizzly Bear";"https://www.thecocktaildb.com/images/media/drink/k6v97f1487602550.jpg";"Served over ice. Sounds nasty, but tastes great."
"H.D.";"https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg";"Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee."
"Honey Bee";"https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg";"Shake ingredients with crushed ice
"
"Hot Toddy";"https://www.thecocktaildb.com/images/media/drink/ggx0lv1613942306.jpg";"STEP 1
Whisk the whisky and honey together and split between 2 heatproof glasses. Add half of the cinnamon stick to each, then top up with 200ml boiling water.

STEP 2
Add a splash of lemon juice to each, then taste and add more to your preference. Finish each with a slice of lemon, studded with a clove, and serve immediately."
"Herbal flame";"https://www.thecocktaildb.com/images/media/drink/rrstxv1441246184.jpg";"Pour Hot Damn 100 in bottom of a jar or regular glass. Fill the rest of the glass with sweet tea. Stir with spoon, straw, or better yet a cinnamon stick and leave it in."
"Horse's Neck";"https://www.thecocktaildb.com/images/media/drink/006k4e1504370092.jpg";"Pour brandy and ginger ale directly into highball glass with ice cubes. Stir gently. Garnish with lemon zest. If desired, add dashes of Angostura Bitter."
"Happy Skipper";"https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg";"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)"
"Hunter's Moon";"https://www.thecocktaildb.com/images/media/drink/t0iugg1509556712.jpg";"Put the Bombay Sapphire, Martini Bianco, sugar syrup & blackberries in a cocktail shaker with lots of ice and shake vigorously before pouring into a balloon glass, topping up with lemonade and garnishing with a wedge of orange."
"Havana Cocktail";"https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg";"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."
"Holloween Punch";"https://www.thecocktaildb.com/images/media/drink/lfeoe41504888925.jpg";"Take a bunch of grape juice and a bunch of fizzy stuff (club soda, ginger ale, lemonlime, whatever). Mix them in a punch bowl. Take orange sherbet and lime sherbet. Scoop out scoops and float them in the punch, let them melt a little so that a nasty film spreads all over the top of the punch but there are still ""bubbles"" in it in the form of sherbet scoops. Looks horrible, tastes just fine."
"Hot Creamy Bush";"https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg";"Combine all ingredients in glass"
"Homemade Kahlua";"https://www.thecocktaildb.com/images/media/drink/uwtsst1441254025.jpg";"Dissolve sugar in 2 cups of boiling water and add corn syrup. Dissolve the instant coffee in the remaining water. Pour syrup and coffee in a gallon jug. Let it cool. Add vodka and vanilla when cold. For the best result, let the mixture ""mature"" for 4-5 weeks."
"Halloween Punch";"https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg";"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass."
"Harvey Wallbanger";"https://www.thecocktaildb.com/images/media/drink/7os4gs1606854357.jpg";"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve."
"Hawaiian Cocktail";"https://www.thecocktaildb.com/images/media/drink/ujoh9x1504882987.jpg";"Shake all ingredients with ice, strain into a cocktail glass, and serve."
"Hemingway Special";"https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg";"Pour all ingredients into a shaker with ice. Shake."
"Highland Fling Cocktail";"https://www.thecocktaildb.com/images/media/drink/0bkwca1492975553.jpg";"Stir all ingredients (except olive) with ice and strain into a cocktail glass. Add the olive and serve."
"Hot Chocolate to Die for";"https://www.thecocktaildb.com/images/media/drink/0lrmjp1487603166.jpg";"Melt the chocolate, butter and vanilla in a double boiler. When just smooth stir in the cream."
"Ipamena";"https://www.thecocktaildb.com/images/media/drink/yswuwp1469090992.jpg";"Cut half a lime into pieces, place in a shaker, add the sugar and crush. Measure the passion fruit juice, add it to the shaker and fill up with ice cubes. Close the shaker and shake vigorously. Pour the liquid into a glass, top up with ginger ale, stir with a teaspoon and then garnish the rim of the glass with a slice of lime"
"Ice Pick";"https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg";"Put Vodka in glass fill with iced tea. Stir in lemon to taste."
"Iced Coffee";"https://www.thecocktaildb.com/images/media/drink/ytprxy1454513855.jpg";"Mix together until coffee and sugar is dissolved. Add milk. Shake well. Using a blender or milk shake maker produces a very foamy drink. Serve in coffee mug."
"Irish Cream";"https://www.thecocktaildb.com/images/media/drink/90etyl1504884699.jpg";"Mix scotch and milk. Add half-and-half. Add rest."
"Irish Spring";"https://www.thecocktaildb.com/images/media/drink/sot8v41504884783.jpg";"Pour all ingredients (except orange slice and cherry) into a collins glass over ice cubes. Garnish with the slice of orange, add the cherry on top, and serve."
"Irish Coffee";"https://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg";"Heat the coffee, whiskey and sugar; do not boil. Pour into glass and top with cream; serve hot."
"Imperial Fizz";"https://www.thecocktaildb.com/images/media/drink/zj1usl1504884548.jpg";"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
"Irish Russian";"https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg";"Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice."
"Imperial Cocktail";"https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg";"Shake with ice and strain into cocktail glass."
"Iced Coffee Fillip";"https://www.thecocktaildb.com/images/media/drink/sxtxrp1454514223.jpg";"Mix together in a coffee mug and chill before serving."
"Irish Curdling Cow";"https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg";"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice."
"Jitterbug";"https://www.thecocktaildb.com/images/media/drink/wwqvrq1441245318.jpg";"Wet glass, dip rim in sugar. Then add Ice. Then add everything else. It's that simple!"
"Jam Donut";"https://www.thecocktaildb.com/images/media/drink/uuytrp1474039804.jpg";"Coat the rim of a shot glass with sugar using sugar syrup to stick. Add the Chambord raspberry liqueur to the shot glass, and carefully layer the Baileys Irish Cream on top. Serve."
"Jelly Bean";"https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg";"mix equal parts in pony glass-tastes just like a jelly bean!"
"Jackhammer";"https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg";"Serve over ice- Warning,Deadly!"
"Jello shots";"https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg";"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away..."
"John Collins";"https://www.thecocktaildb.com/images/media/drink/0t4bv71606854479.jpg";"Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters."
"Jamaica Kiss";"https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg";"Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately."
"Japanese Fizz";"https://www.thecocktaildb.com/images/media/drink/37vzv11504884831.jpg";"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve."
"Just a Moonmint";"https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg";"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up."
"Jamaican Coffee";"https://www.thecocktaildb.com/images/media/drink/xqptps1441247257.jpg";"Stir the rum, coffee and water together. Top with the whipped cream. Sprinkle with a pinch of well ground coffee and drink with a straw."
"Jewel Of The Nile";"https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg";"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
"Jack Rose Cocktail";"https://www.thecocktaildb.com/images/media/drink/uuqqrv1439907068.jpg";"Shake all ingredients with ice, strain into a cocktail glass, and serve."
"Jack's Vanilla Coke";"https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg";"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom."
"Kir";"https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg";"Add the crème de cassis to the bottom of the glass, then top up with wine."
"Karsk";"https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg";"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality."
"Kamikaze";"https://www.thecocktaildb.com/images/media/drink/d7ff7u1606855412.jpg";"Shake all ingredients together with ice. Strain into glass, garnish and serve."
"Kir Royale";"https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg";"Pour Creme de cassis in glass, gently pour champagne on top"
"Kurant Tea";"https://www.thecocktaildb.com/images/media/drink/xrsrpr1441247464.jpg";"Pour Absolut Kurant into a comfortably big tea-cup. Add the not too hot(!) apple tea and, if you like, some sugar. Enjoy!"
"Kiwi Lemon";"https://www.thecocktaildb.com/images/media/drink/tpupvr1478251697.jpg";"Mix in highball glass. Stirr. Garnish with slice of kiwi."
"Kioki Coffee";"https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg";"Stir. Add whipped cream to the top."
"Kiwi Martini";"https://www.thecocktaildb.com/images/media/drink/bmxmyq1630407098.jpg";"The kiwi martini is a very fun vodka cocktail and it is one of the best drinks that makes use of fresh fruit. Though there are a few recipes floating around, this is one of the easiest and it is an absolutely delightful green martini to drink.

For this recipe, you'll simply muddle slices of kiwi with simple syrup, then shake it with vodka. It's a drink that anyone can mix up in minutes and a perfect cocktail to show off your favorite vodka."
"Kool-Aid Shot";"https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg";"Pour into a large glass with ice and stir. Add a little cranberry juice to taste."
"Kiss me Quick";"https://www.thecocktaildb.com/images/media/drink/m7iaxu1504885119.jpg";"mix in the glass"
"Kool First Aid";"https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg";"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot."
"Kentucky B And B";"https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg";"Pour the bourbon and Benedictine into a brandy snifter."
"Kentucky Colonel";"https://www.thecocktaildb.com/images/media/drink/utqwpu1478820348.jpg";"In a shaker half-filled with ice cubes combine the courbon and Benedictine. Shake and strain into a cocktail glass. Garnish with the lemon twist."
"Kool-Aid Slammer";"https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg";"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid."
"Kiwi Papaya Smoothie";"https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg";"Throw everything into a blender and liquify."
"Kill the cold Smoothie";"https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg";"Juice ginger and lemon and add it to hot water. You may add cardomom."
"Limeade";"https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg";"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out."
"Lunch Box";"https://www.thecocktaildb.com/images/media/drink/qywpvt1454512546.jpg";"Fill a pint glass almost full with beer. Then fill the rest with orange juice (careful not to fill it to the top). Then take the shot of Amaretto and drop it in."
"Lemon Shot";"https://www.thecocktaildb.com/images/media/drink/mx31hv1487602979.jpg";"Mix Galliano and Absolut Citron in a shot glass, lay lemon wedge sprinkled with sugar over glass and pour a rum over wedge and glass. light rum with a lighter and let burn for a second. Do shot quickly and suck on lemon. If it is done correctly, this will taste like a shot of sweet lemonade."
"Long vodka";"https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg";"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka"
"Lemon Drop";"https://www.thecocktaildb.com/images/media/drink/mtpxgk1504373297.jpg";"Shake and strain into a chilled cocktail glass rimmed with sugar."
"Loch Lomond";"https://www.thecocktaildb.com/images/media/drink/rpvtpr1468923881.jpg";"In a mixing glass half-filled with ice cubes, combine the Scotch, Drambuie, and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."
"London Town";"https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg";"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass."
"Lassi Khara";"https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg";"Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold."
"Lassi Raita";"https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg";"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead."
"Lemouroudji";"https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg";"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve."
"Lord And Lady";"https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg";"Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well."
"Lassi - Sweet";"https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg";"Put all ingredients into a blender and blend until nice and frothy. Serve chilled."
"Lassi - Mango";"https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg";"Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas."
"Limona Corona";"https://www.thecocktaildb.com/images/media/drink/wwqrsw1441248662.jpg";"Open the Corona. Fill the empty space in the neck in the bottle with the rum. The bottle should be filled to the top. Plug the bottle with your thumb or the palm of your hand. Turn the bottle upside-down so the rum and beer mix. Turn the bottle rightside-up, unplug, and drink."
"Lady Love Fizz";"https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg";"Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve."
"Long Island Tea";"https://www.thecocktaildb.com/images/media/drink/nkwr4c1606770558.jpg";"Combine all ingredients (except cola) and pour over ice in a highball glass. Add the splash of cola for color. Decorate with a slice of lemon and serve."
"Lone Tree Cooler";"https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg";"Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass."
"Lone Tree Cocktail";"https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg";"Stir ingredients with ice, strain into a cocktail glass, and serve."
"Lazy Coconut Paloma";"https://www.thecocktaildb.com/images/media/drink/rytuex1598719770.jpg";"Mix the coconut liqueur (preferably tequila) with the grapefruit juice and top with soda water. Garnish with a large grapefruit slice against the inside of the glass."
"Long Island Iced Tea";"https://www.thecocktaildb.com/images/media/drink/wx7hsg1504370510.jpg";"Mix all contents in a highball glass and sitr gently. Add dash of Coca-Cola for the coloring and garnish with lemon or lime twist."
"Lemon Elderflower Spritzer";"https://www.thecocktaildb.com/images/media/drink/125w0o1630407389.jpg";"Pour all ingredients over ice, stir and enjoy!
"
"Lassi - A South Indian Drink";"https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg";"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold."
"Melya";"https://www.thecocktaildb.com/images/media/drink/xwtptq1441247579.jpg";"Brew espresso. In a coffee mug, place 1 teaspoon of unsweetened powdered cocoa, then cover a teaspoon with honey and drizzle it into the cup. Stir while the coffee brews, this is the fun part. The cocoa seems to coat the honey without mixing, so you get a dusty, sticky mass that looks as though it will never mix. Then all at once, presto! It looks like dark chocolate sauce. Pour hot espresso over the honey, stirring to dissolve. Serve with cream."
"Mojito";"https://www.thecocktaildb.com/images/media/drink/metwgh1606770327.jpg";"Muddle mint leaves with sugar and lime juice. Add a splash of soda water and fill the glass with cracked ice. Pour the rum and top with soda water. Garnish and serve with straw."
"Mimosa";"https://www.thecocktaildb.com/images/media/drink/juhcuu1504370685.jpg";"Ensure both ingredients are well chilled, then mix into the glass. Serve cold."
"Mai Tai";"https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg";"Shake all ingredients with ice. Strain into glass. Garnish and serve with straw."
"Martini";"https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg";"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive."
"Margarita";"https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg";"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass."
"Manhattan";"https://www.thecocktaildb.com/images/media/drink/yk70e31606771240.jpg";"Stirred over ice, strained into a chilled glass, garnished, and served up."
"Michelada";"https://www.thecocktaildb.com/images/media/drink/u736bd1605907086.jpg";"Mix the beer with tomato juice, freshly squeezed lime juice, and Worcestershire sauce, teriyaki sauce, soy sauce, or hot sauce.
Served In a chilled, salt-rimmed glass
"
"Miami Vice";"https://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg";"First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."
"Mudslinger";"https://www.thecocktaildb.com/images/media/drink/hepk6h1504885554.jpg";"Add all contents to a large jug or punch bowl. Stir well!"
"Moranguito";"https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg";"first you put rhe absinthe, then put tequila, then put the Granadine syrup."
"Mint Julep";"https://www.thecocktaildb.com/images/media/drink/squyyq1439907312.jpg";"In a highball glass gently muddle the mint, sugar and water. Fill the glass with cracked ice, add Bourbon and stir well until the glass is well frosted. Garnish with a mint sprig."
"Martinez 2";"https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg";"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass."
"Masala Chai";"https://www.thecocktaildb.com/images/media/drink/uyrpww1441246384.jpg";"Bring 2 cups of water to boil. Add all the ingredients and boil again for about 15 seconds. Let stand for a minute. Warm milk in a pot. Filter tea into cups. Add milk and sugar. That's IT."
"Mulled Wine";"https://www.thecocktaildb.com/images/media/drink/iuwi6h1504735724.jpg";"Simmer 3 cups water with, sugar, cloves, cinnamon sticks, and lemon peel in a stainless steel pot for 10 minutes. Add wine heat to a ""coffee temperature"" (DO NOT BOIL) then add the brandy."
"Moscow Mule";"https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg";"Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish."
"Mocha-Berry";"https://www.thecocktaildb.com/images/media/drink/vtwyyx1441246448.jpg";"pour 6 oz. of coffee in a mug or Irish coffee cup. add coca mix and chambord, mix well and top off with whipped cream."
"Munich Mule";"https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg";"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice"
"Mojito Extra";"https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg";"Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura."
"Monkey Gland";"https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg";"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass."
"Mango Mojito";"https://www.thecocktaildb.com/images/media/drink/wfqmgm1630406820.jpg";"Squeeze the juice from 1½ limes and blend with the mango to give a smooth purée.
Cut the rest of the limes into quarters, and then cut each wedge in half again. Put 2 pieces of lime in a highball glass for each person and add 1 teaspoon of caster sugar and 5-6 mint leaves to each glass. Squish everything together with a muddler or the end of a rolling pin to release all the flavours from the lime and mint.
Divide the mango purée between the glasses and add 30ml white rum and a handful of crushed ice to each one, stirring well to mix everything together. Top up with soda water to serve and garnish with extra mint, if you like."
"Monkey Wrench";"https://www.thecocktaildb.com/images/media/drink/bw2noj1582473243.jpg";"Pour all of the ingredients into an old-fashioned glass almost filled with ice cubes. Stir well."
"Midnight Manx";"https://www.thecocktaildb.com/images/media/drink/uqqurp1441208231.jpg";"Fill a mixer with ice and add Baileys, Kahlua, Goldshlager, and cream. Shake for 5 seconds and Strain into a double rocks glass filled with ice. Add chilled coffee Stir and enjoy!"
"Mother's Milk";"https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg";"Shake over ice, strain. Serves two."
"Midnight Mint";"https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg";"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass."
"Negroni";"https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg";"Stir into glass over ice, garnish and serve."
"New York Sour";"https://www.thecocktaildb.com/images/media/drink/61wgch1504882795.jpg";"Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Float claret on top. Decorate with the half-slice of lemon and the cherry and serve."
"Nutty Irishman";"https://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg";"Serve over ice"
"National Aquarium";"https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg";"Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks."
"New York Lemonade";"https://www.thecocktaildb.com/images/media/drink/b3n0ge1503565473.jpg";"Serve in a chilled cocktail glass. Lemon and sugar the rim. Stir and Strain."
